timestamp,station_id,temperature_c,humidite_rel_pct,pression_kpa,direction_vent_deg,vitesse_vent_kmh,condition_meteo
2026-09-05 12:00:00,YUL_AEROPORT_MTL,9.8,52,101.97,147,18.7,Nuageux
2026-09-05 13:00:00,MCGILL_CENTRE_VILLE,9.0,45,102.2,140,20.9,Nuageux
2026-09-05 14:00:00,STE_ANNE_BELLEVUE,7.8,47,102.08,144,17.6,Nuageux
2026-09-05 15:00:00,PARC_JEAN_DRAPEAU,8.1,49,102.02,152,16.0,Nuageux
2026-09-05 16:00:00,YUL_AEROPORT_MTL,7.5,43,102.2,142,22.0,Nuageux
2026-09-05 17:00:00,MCGILL_CENTRE_VILLE,8.1,44,102.19,163,14.3,Nuageux
2026-09-05 18:00:00,STE_ANNE_BELLEVUE,7.4,46,101.94,145,19.0,Nuageux
2026-09-05 19:00:00,PARC_JEAN_DRAPEAU,7.9,50,102.11,165,21.6,Nuageux
2026-09-05 20:00:00,YUL_AEROPORT_MTL,8.5,47,102.14,154,18.8,Nuageux
2026-09-05 21:00:00,MCGILL_CENTRE_VILLE,9.7,44,102.12,156,21.7,Nuageux
2026-09-05 22:00:00,STE_ANNE_BELLEVUE,7.7,44,102.17,171,19.4,Nuageux
2026-09-05 23:00:00,PARC_JEAN_DRAPEAU,9.8,51,102.15,161,14.6,Nuageux
2026-09-06 00:00:00,YUL_AEROPORT_MTL,9.3,48,101.8,166,20.8,Couvert
2026-09-06 01:00:00,MCGILL_CENTRE_VILLE,9.1,47,102.06,177,20.3,Couvert
2026-09-06 02:00:00,STE_ANNE_BELLEVUE,8.6,53,101.99,163,18.0,Couvert
2026-09-06 03:00:00,PARC_JEAN_DRAPEAU,8.7,54,102.03,167,17.5,Couvert
2026-09-06 04:00:00,YUL_AEROPORT_MTL,8.9,56,101.97,179,15.4,Couvert
2026-09-06 05:00:00,MCGILL_CENTRE_VILLE,9.5,55,101.91,185,20.2,Couvert
2026-09-06 06:00:00,STE_ANNE_BELLEVUE,9.5,56,101.77,177,20.6,Couvert
2026-09-06 07:00:00,PARC_JEAN_DRAPEAU,8.7,60,101.72,187,18.6,Couvert
2026-09-06 08:00:00,YUL_AEROPORT_MTL,10.3,60,101.61,185,15.5,Couvert
2026-09-06 09:00:00,MCGILL_CENTRE_VILLE,9.4,60,101.72,196,19.6,Couvert
2026-09-06 10:00:00,STE_ANNE_BELLEVUE,9.7,58,101.77,185,14.7,Couvert
2026-09-06 11:00:00,PARC_JEAN_DRAPEAU,11.0,66,101.76,188,19.5,Couvert
2026-09-06 12:00:00,YUL_AEROPORT_MTL,11.1,68,101.7,184,14.7,Pluie legere
2026-09-06 13:00:00,MCGILL_CENTRE_VILLE,10.3,65,101.62,204,17.0,Pluie legere
2026-09-06 14:00:00,STE_ANNE_BELLEVUE,11.3,69,101.65,205,16.6,Pluie legere
2026-09-06 15:00:00,PARC_JEAN_DRAPEAU,11.9,69,101.58,197,15.0,Pluie legere
2026-09-06 16:00:00,YUL_AEROPORT_MTL,10.9,67,101.73,197,15.5,Pluie legere
2026-09-06 17:00:00,MCGILL_CENTRE_VILLE,12.5,72,101.7,210,18.8,Pluie legere
2026-09-06 18:00:00,STE_ANNE_BELLEVUE,13.3,72,101.51,207,15.4,Pluie legere
2026-09-06 19:00:00,PARC_JEAN_DRAPEAU,11.3,78,101.42,198,21.8,Pluie legere
2026-09-06 20:00:00,YUL_AEROPORT_MTL,12.9,74,101.6,214,14.8,Pluie legere
2026-09-06 21:00:00,MCGILL_CENTRE_VILLE,11.9,77,101.51,215,16.7,Pluie legere
2026-09-06 22:00:00,STE_ANNE_BELLEVUE,14.4,78,101.68,217,14.9,Pluie legere
2026-09-06 23:00:00,PARC_JEAN_DRAPEAU,12.6,82,101.31,224,19.5,Pluie legere
2026-09-07 00:00:00,YUL_AEROPORT_MTL,13.1,80,101.29,212,14.9,Averses
2026-09-07 01:00:00,MCGILL_CENTRE_VILLE,14.8,79,101.54,219,17.6,Averses
2026-09-07 02:00:00,STE_ANNE_BELLEVUE,14.4,83,101.33,227,14.5,Averses
2026-09-07 03:00:00,PARC_JEAN_DRAPEAU,15.9,79,101.57,215,19.0,Averses
2026-09-07 04:00:00,YUL_AEROPORT_MTL,14.6,79,101.23,215,18.4,Averses
2026-09-07 05:00:00,MCGILL_CENTRE_VILLE,14.6,84,101.32,230,17.8,Averses
2026-09-07 06:00:00,STE_ANNE_BELLEVUE,14.6,82,101.4,226,14.6,Averses
2026-09-07 07:00:00,PARC_JEAN_DRAPEAU,15.4,82,101.41,232,18.7,Averses
2026-09-07 08:00:00,YUL_AEROPORT_MTL,17.1,81,101.24,230,15.8,Averses
2026-09-07 09:00:00,MCGILL_CENTRE_VILLE,15.8,82,101.38,216,14.5,Averses
2026-09-07 10:00:00,STE_ANNE_BELLEVUE,17.7,82,101.2,228,19.5,Averses
2026-09-07 11:00:00,PARC_JEAN_DRAPEAU,17.8,81,101.2,229,17.5,Averses
2026-09-07 12:00:00,YUL_AEROPORT_MTL,17.8,83,101.27,233,16.0,Degage
2026-09-07 13:00:00,MCGILL_CENTRE_VILLE,16.9,76,101.36,222,18.6,Degage
2026-09-07 14:00:00,STE_ANNE_BELLEVUE,18.8,77,101.12,234,17.5,Degage
2026-09-07 15:00:00,PARC_JEAN_DRAPEAU,18.0,80,101.17,229,21.8,Degage
2026-09-07 16:00:00,YUL_AEROPORT_MTL,18.7,79,101.02,217,20.9,Degage
2026-09-07 17:00:00,MCGILL_CENTRE_VILLE,18.7,79,100.98,226,20.5,Degage
2026-09-07 18:00:00,STE_ANNE_BELLEVUE,19.5,78,100.88,221,16.6,Degage
2026-09-07 19:00:00,PARC_JEAN_DRAPEAU,20.8,76,101.17,213,19.3,Degage
2026-09-07 20:00:00,YUL_AEROPORT_MTL,20.0,75,100.82,228,16.9,Degage
2026-09-07 21:00:00,MCGILL_CENTRE_VILLE,20.8,74,101.08,217,16.1,Degage
2026-09-07 22:00:00,STE_ANNE_BELLEVUE,19.6,70,100.93,225,15.0,Degage
2026-09-07 23:00:00,PARC_JEAN_DRAPEAU,21.8,67,101.02,218,18.4,Degage
2026-09-08 00:00:00,YUL_AEROPORT_MTL,21.1,64,100.8,211,17.7,Ensoleille
2026-09-08 01:00:00,MCGILL_CENTRE_VILLE,20.2,63,100.89,216,18.1,Ensoleille
2026-09-08 02:00:00,STE_ANNE_BELLEVUE,20.8,67,101.06,212,17.7,Ensoleille
2026-09-08 03:00:00,PARC_JEAN_DRAPEAU,20.7,61,101.02,220,20.0,Ensoleille
2026-09-08 04:00:00,YUL_AEROPORT_MTL,20.9,58,100.74,216,16.7,Ensoleille
2026-09-08 05:00:00,MCGILL_CENTRE_VILLE,22.7,60,100.94,210,19.8,Ensoleille
2026-09-08 06:00:00,STE_ANNE_BELLEVUE,23.0,61,100.93,213,18.3,Ensoleille
2026-09-08 07:00:00,PARC_JEAN_DRAPEAU,22.0,61,100.87,210,17.6,Ensoleille
2026-09-08 08:00:00,YUL_AEROPORT_MTL,22.1,54,100.94,203,18.6,Ensoleille
2026-09-08 09:00:00,MCGILL_CENTRE_VILLE,22.0,56,100.55,209,19.6,Ensoleille
2026-09-08 10:00:00,STE_ANNE_BELLEVUE,23.5,55,100.9,212,21.8,Ensoleille
2026-09-08 11:00:00,PARC_JEAN_DRAPEAU,22.9,48,100.54,208,16.7,Ensoleille
2026-09-08 12:00:00,YUL_AEROPORT_MTL,22.1,54,100.51,202,14.1,Partiellement nuageux
2026-09-08 13:00:00,MCGILL_CENTRE_VILLE,22.3,48,100.48,194,16.7,Partiellement nuageux
2026-09-08 14:00:00,STE_ANNE_BELLEVUE,23.7,46,100.77,201,17.0,Partiellement nuageux
2026-09-08 15:00:00,PARC_JEAN_DRAPEAU,22.9,51,100.77,183,18.9,Partiellement nuageux
2026-09-08 16:00:00,YUL_AEROPORT_MTL,22.7,48,100.8,182,17.5,Partiellement nuageux
2026-09-08 17:00:00,MCGILL_CENTRE_VILLE,22.5,44,100.56,186,21.2,Partiellement nuageux
2026-09-08 18:00:00,STE_ANNE_BELLEVUE,22.4,43,100.48,186,17.4,Partiellement nuageux
2026-09-08 19:00:00,PARC_JEAN_DRAPEAU,22.9,49,100.57,178,15.4,Partiellement nuageux
2026-09-08 20:00:00,YUL_AEROPORT_MTL,22.5,49,100.58,178,18.0,Partiellement nuageux
2026-09-08 21:00:00,MCGILL_CENTRE_VILLE,23.7,46,100.5,176,17.7,Partiellement nuageux
2026-09-08 22:00:00,STE_ANNE_BELLEVUE,23.9,50,100.66,183,15.3,Partiellement nuageux
2026-09-08 23:00:00,PARC_JEAN_DRAPEAU,23.3,48,100.68,173,19.1,Partiellement nuageux
2026-09-09 00:00:00,YUL_AEROPORT_MTL,23.2,47,100.45,171,15.6,Nuageux
2026-09-09 01:00:00,MCGILL_CENTRE_VILLE,23.1,51,100.3,171,18.6,Nuageux
2026-09-09 02:00:00,STE_ANNE_BELLEVUE,23.5,48,100.25,169,16.2,Nuageux
2026-09-09 03:00:00,PARC_JEAN_DRAPEAU,23.4,45,100.59,170,20.7,Nuageux
2026-09-09 04:00:00,YUL_AEROPORT_MTL,24.1,49,100.45,164,15.8,Nuageux
2026-09-09 05:00:00,MCGILL_CENTRE_VILLE,22.3,51,100.47,155,19.0,Nuageux
2026-09-09 06:00:00,STE_ANNE_BELLEVUE,23.9,48,100.31,163,14.3,Nuageux
2026-09-09 07:00:00,PARC_JEAN_DRAPEAU,22.5,51,100.21,156,16.6,Nuageux
2026-09-09 08:00:00,YUL_AEROPORT_MTL,22.5,53,100.21,162,21.0,Nuageux
2026-09-09 09:00:00,MCGILL_CENTRE_VILLE,22.2,59,100.51,148,16.1,Nuageux
2026-09-09 10:00:00,STE_ANNE_BELLEVUE,23.1,60,100.52,150,20.0,Nuageux
2026-09-09 11:00:00,PARC_JEAN_DRAPEAU,21.8,55,100.31,142,15.1,Nuageux
2026-09-09 12:00:00,YUL_AEROPORT_MTL,23.1,62,100.5,155,16.9,Couvert
2026-09-09 13:00:00,MCGILL_CENTRE_VILLE,22.5,57,100.21,139,17.6,Couvert
2026-09-09 14:00:00,STE_ANNE_BELLEVUE,22.0,62,100.33,155,21.5,Couvert
2026-09-09 15:00:00,PARC_JEAN_DRAPEAU,20.4,63,100.28,153,21.1,Couvert
2026-09-09 16:00:00,YUL_AEROPORT_MTL,21.3,64,100.34,152,20.6,Couvert
2026-09-09 17:00:00,MCGILL_CENTRE_VILLE,21.9,67,100.33,134,15.1,Couvert
2026-09-09 18:00:00,STE_ANNE_BELLEVUE,21.8,68,100.46,133,14.8,Couvert
2026-09-09 19:00:00,PARC_JEAN_DRAPEAU,21.4,68,100.21,140,19.4,Couvert
2026-09-09 20:00:00,YUL_AEROPORT_MTL,20.8,75,100.22,132,21.1,Couvert
2026-09-09 21:00:00,MCGILL_CENTRE_VILLE,20.3,76,100.29,135,14.3,Couvert
2026-09-09 22:00:00,STE_ANNE_BELLEVUE,19.3,77,100.21,133,20.8,Couvert
2026-09-09 23:00:00,PARC_JEAN_DRAPEAU,18.4,76,100.25,146,16.9,Couvert
2026-09-10 00:00:00,YUL_AEROPORT_MTL,18.8,75,100.41,139,14.7,Pluie legere
2026-09-10 01:00:00,MCGILL_CENTRE_VILLE,18.1,73,100.04,135,15.9,Pluie legere
2026-09-10 02:00:00,STE_ANNE_BELLEVUE,17.6,77,100.04,142,15.7,Pluie legere
2026-09-10 03:00:00,PARC_JEAN_DRAPEAU,17.5,78,100.14,129,20.3,Pluie legere
2026-09-10 04:00:00,YUL_AEROPORT_MTL,18.1,80,100.35,129,21.9,Pluie legere
2026-09-10 05:00:00,MCGILL_CENTRE_VILLE,17.7,79,100.05,125,15.1,Pluie legere
2026-09-10 06:00:00,STE_ANNE_BELLEVUE,17.0,80,100.24,125,15.4,Pluie legere
2026-09-10 07:00:00,PARC_JEAN_DRAPEAU,15.9,84,100.21,127,17.8,Pluie legere
2026-09-10 08:00:00,YUL_AEROPORT_MTL,17.4,86,100.24,139,18.0,Pluie legere
2026-09-10 09:00:00,MCGILL_CENTRE_VILLE,17.4,78,100.29,142,16.4,Pluie legere
2026-09-10 10:00:00,STE_ANNE_BELLEVUE,16.4,78,100.02,142,20.8,Pluie legere
2026-09-10 11:00:00,PARC_JEAN_DRAPEAU,15.6,79,100.2,141,14.6,Pluie legere
2026-09-10 12:00:00,YUL_AEROPORT_MTL,14.4,80,100.03,136,19.0,Averses
2026-09-10 13:00:00,MCGILL_CENTRE_VILLE,15.3,83,100.15,148,18.2,Averses
2026-09-10 14:00:00,STE_ANNE_BELLEVUE,14.7,84,100.04,133,20.8,Averses
2026-09-10 15:00:00,PARC_JEAN_DRAPEAU,14.9,85,100.29,137,17.4,Averses
2026-09-10 16:00:00,YUL_AEROPORT_MTL,15.1,82,100.14,146,17.2,Averses
2026-09-10 17:00:00,MCGILL_CENTRE_VILLE,14.5,81,100.18,142,17.0,Averses
2026-09-10 18:00:00,STE_ANNE_BELLEVUE,12.8,82,100.04,137,14.7,Averses
2026-09-10 19:00:00,PARC_JEAN_DRAPEAU,12.3,79,100.34,154,14.5,Averses
2026-09-10 20:00:00,YUL_AEROPORT_MTL,14.1,81,100.15,141,17.3,Averses
2026-09-10 21:00:00,MCGILL_CENTRE_VILLE,13.6,78,100.37,141,21.7,Averses
2026-09-10 22:00:00,STE_ANNE_BELLEVUE,12.7,75,100.07,158,15.7,Averses
2026-09-10 23:00:00,PARC_JEAN_DRAPEAU,12.6,72,100.38,154,20.8,Averses
2026-09-11 00:00:00,YUL_AEROPORT_MTL,11.6,72,100.27,158,20.8,Degage
2026-09-11 01:00:00,MCGILL_CENTRE_VILLE,12.8,74,100.06,155,14.2,Degage
2026-09-11 02:00:00,STE_ANNE_BELLEVUE,10.9,69,100.43,160,14.0,Degage
2026-09-11 03:00:00,PARC_JEAN_DRAPEAU,12.1,70,100.09,171,21.8,Degage
2026-09-11 04:00:00,YUL_AEROPORT_MTL,10.0,70,100.16,166,17.6,Degage
2026-09-11 05:00:00,MCGILL_CENTRE_VILLE,9.9,65,100.37,173,18.8,Degage
2026-09-11 06:00:00,STE_ANNE_BELLEVUE,11.4,61,100.16,177,14.4,Degage
2026-09-11 07:00:00,PARC_JEAN_DRAPEAU,9.3,65,100.37,175,18.9,Degage
2026-09-11 08:00:00,YUL_AEROPORT_MTL,9.9,59,100.41,165,16.8,Degage
2026-09-11 09:00:00,MCGILL_CENTRE_VILLE,9.0,62,100.33,173,14.4,Degage
2026-09-11 10:00:00,STE_ANNE_BELLEVUE,9.5,53,100.14,176,21.6,Degage
2026-09-11 11:00:00,PARC_JEAN_DRAPEAU,10.2,56,100.26,172,14.1,Degage
2026-09-11 12:00:00,YUL_AEROPORT_MTL,10.0,53,100.21,188,19.6,Ensoleille
2026-09-11 13:00:00,MCGILL_CENTRE_VILLE,9.3,54,100.2,174,17.5,Ensoleille
2026-09-11 14:00:00,STE_ANNE_BELLEVUE,9.0,49,100.52,193,17.4,Ensoleille
2026-09-11 15:00:00,PARC_JEAN_DRAPEAU,8.8,53,100.31,190,14.2,Ensoleille
2026-09-11 16:00:00,YUL_AEROPORT_MTL,8.5,53,100.54,191,14.7,Ensoleille
2026-09-11 17:00:00,MCGILL_CENTRE_VILLE,9.6,48,100.39,194,18.2,Ensoleille
2026-09-11 18:00:00,STE_ANNE_BELLEVUE,8.5,49,100.53,191,16.7,Ensoleille
2026-09-11 19:00:00,PARC_JEAN_DRAPEAU,7.9,52,100.5,202,18.1,Ensoleille
2026-09-11 20:00:00,YUL_AEROPORT_MTL,9.6,48,100.4,208,20.5,Ensoleille
2026-09-11 21:00:00,MCGILL_CENTRE_VILLE,7.9,45,100.38,195,18.8,Ensoleille
2026-09-11 22:00:00,STE_ANNE_BELLEVUE,9.1,44,100.36,212,18.0,Ensoleille
2026-09-11 23:00:00,PARC_JEAN_DRAPEAU,9.1,50,100.58,212,19.1,Ensoleille
2026-09-12 00:00:00,YUL_AEROPORT_MTL,9.7,48,100.67,216,16.5,Partiellement nuageux
2026-09-12 01:00:00,MCGILL_CENTRE_VILLE,8.4,50,100.52,207,20.4,Partiellement nuageux
2026-09-12 02:00:00,STE_ANNE_BELLEVUE,8.7,48,100.56,209,17.7,Partiellement nuageux
2026-09-12 03:00:00,PARC_JEAN_DRAPEAU,7.5,48,100.71,203,19.2,Partiellement nuageux
2026-09-12 04:00:00,YUL_AEROPORT_MTL,9.8,45,100.64,219,17.1,Partiellement nuageux
